time,text_tokens,total_consumed_tokens,total_loss,reduced_llm_loss,reduced_balancing_loss,loss,maxvio,efficient_attn_ratio,grad_norm,max_memory_GB,reserved_memory_GB,tgs,e2e_tgs
9.2483,44722.0,6670958.0,0.95879388,0.90787685,0.05091712,0.11071892,2.85603023,0.45013195,0.34136274,75.92,79.55,4835.7,4439.6
9.6592,64084.0,6735042.0,0.98947024,0.93908799,0.05038214,0.12895498,2.79282808,0.48015556,0.31647322,75.92,79.55,6634.5,4453.5
9.4673,48054.0,6783096.0,1.21860254,1.16797078,0.05063171,0.14995874,2.83506107,0.47994405,0.37441975,75.92,79.55,5075.8,4457.2
9.2581,45281.0,6828377.0,0.98329294,0.93118870,0.05210411,0.09130786,3.16691089,0.45370543,0.33810547,75.92,79.55,4891.0,4459.7
9.5981,49418.0,6877795.0,1.06468379,1.01389182,0.05079201,0.12573299,2.74520111,0.49811351,0.32112759,75.92,79.55,5148.7,4463.9
9.4067,33601.0,6911396.0,1.06874764,1.01778746,0.05096015,0.15301695,3.01520228,0.50032312,0.34385476,75.92,79.55,3572.0,4458.3
9.2679,51110.0,6962506.0,1.05013311,0.99972445,0.05040864,0.11405402,2.41730356,0.43878278,0.32284728,75.92,79.55,5514.7,4464.4
9.4012,33600.0,6996106.0,1.31823087,1.26679695,0.05143419,0.15436503,3.19884634,0.50032234,0.35722634,75.92,79.55,3574.0,4459.0
9.2380,58351.0,7054457.0,1.13072300,1.08063662,0.05008643,0.14163817,2.58941460,0.41777605,0.36338830,75.92,79.55,6316.4,4469.7
8.9586,44807.0,7099264.0,1.00540447,0.95437771,0.05102668,0.11317795,2.80209422,0.39809030,0.29923964,75.92,79.55,5001.6,4472.6
9.5030,48595.0,7147859.0,1.00923800,0.95878547,0.05045253,0.12260114,2.86254835,0.48673591,0.38011274,75.92,79.55,5113.6,4476.2
9.4098,33600.0,7181459.0,1.07686758,1.02709019,0.04977733,0.13895261,2.53721833,0.50032234,0.37301666,75.92,79.55,3570.7,4470.8
9.3598,49219.0,7230678.0,1.05566370,1.00573432,0.04992932,0.09206805,2.56837702,0.44394472,0.35105050,75.92,79.55,5258.5,4475.2
9.4094,33600.0,7264278.0,1.04315412,0.99204534,0.05110873,0.09610868,3.04721403,0.50032234,0.37964809,75.92,79.55,3570.9,4469.8
9.5791,49325.0,7313603.0,1.03078759,0.97998762,0.05080000,0.11392748,2.93762398,0.49653980,0.31157151,75.92,79.55,5149.2,4473.7
9.3998,33600.0,7347203.0,1.01695240,0.96512979,0.05182266,0.09906248,3.32893848,0.50032234,0.39071348,75.92,79.55,3574.5,4468.4
9.1745,42033.0,7389236.0,0.97884953,0.92783886,0.05101066,0.12746052,2.89729452,0.44115144,0.29928344,75.92,79.55,4581.5,4468.9
9.4057,33603.0,7422839.0,1.19713020,1.14712703,0.05000314,0.17457512,2.49885416,0.50032467,0.35617226,75.92,79.55,3572.6,4463.7
9.3681,46917.0,7469756.0,1.11055839,1.06061268,0.04994566,0.13331524,2.64472437,0.46745592,0.35306987,75.92,79.55,5008.2,4466.6
9.2252,44384.0,7514140.0,0.98719084,0.93567944,0.05151138,0.13221058,2.80548811,0.44827309,0.34060997,75.92,79.55,4811.2,4468.4
9.3745,47087.0,7561227.0,1.05609405,1.00575125,0.05034282,0.14826855,2.85545230,0.46916223,0.37093875,75.92,79.55,5022.9,4471.3
9.4091,33600.0,7594827.0,0.91691864,0.86540180,0.05151675,0.11060205,2.79235506,0.50032234,0.32589519,75.92,79.55,3571.0,4466.2
9.3292,46230.0,7641057.0,1.08331394,1.03221369,0.05110019,0.11687069,2.70236969,0.46106264,0.40388837,75.92,79.55,4955.4,4468.7
9.1958,43256.0,7684313.0,1.06669652,1.01592159,0.05077498,0.16827613,2.91055751,0.44357079,0.33024931,75.92,79.55,4703.9,4469.8
9.2110,56462.0,7740775.0,1.02113760,0.97099304,0.05014455,0.13027059,2.72249413,0.41895604,0.34954897,75.92,79.55,6129.8,4478.6
