time,text_tokens,total_consumed_tokens,total_loss,reduced_llm_loss,reduced_balancing_loss,loss,maxvio,efficient_attn_ratio,grad_norm,max_memory_GB,reserved_memory_GB,tgs,e2e_tgs
8.3639,46496.0,1536814.0,1.13516951,1.08070421,0.05446523,0.00869694,2.16927361,0.46343023,0.38217235,35.87,40.78,5559.1,3740.5
8.5970,49467.0,1586281.0,1.13300705,1.07874298,0.05426407,0.00965306,2.13033104,0.49876413,0.27698228,36.18,40.78,5754.0,3781.7
8.3938,33600.0,1619881.0,1.11733079,1.06285191,0.05447888,0.00853440,2.04119158,0.50032234,0.33844942,34.60,40.78,4003.0,3786.0
8.4053,33600.0,1653481.0,1.11134636,1.05716372,0.05418269,0.00784962,2.00875282,0.50032234,0.32441434,34.60,40.78,3997.5,3790.1
8.2880,45452.0,1698933.0,1.12511957,1.07157183,0.05354775,0.00917643,1.94527960,0.45490083,0.25849888,35.77,40.78,5484.1,3821.6
8.4174,33601.0,1732534.0,1.13191032,1.07854509,0.05336523,0.00648423,1.86361349,0.50032312,0.23863767,34.60,40.78,3991.8,3824.8
8.2577,44489.0,1777023.0,1.10220218,1.04885852,0.05334371,0.00873990,1.84543741,0.44882548,0.26227427,35.67,40.78,5387.6,3852.7
8.2622,45131.0,1822154.0,1.13134491,1.07845294,0.05289208,0.00947567,1.88374043,0.45267794,0.28854740,35.74,40.78,5462.3,3881.0
8.5845,49252.0,1871406.0,1.11501384,1.06242740,0.05258652,0.00842264,1.71004176,0.49544382,0.23702091,36.16,40.78,5737.3,3914.3
8.4015,33600.0,1905006.0,1.12164867,1.06909084,0.05255780,0.00620945,1.65030181,0.50032234,0.24874127,34.60,40.78,3999.3,3915.7
8.4641,48180.0,1953186.0,1.10874128,1.05610240,0.05263883,0.00799488,1.63835478,0.48147926,0.26235181,36.05,40.78,5692.3,3946.1
8.4635,47772.0,2000958.0,1.10037065,1.04796934,0.05240125,0.00734361,1.62268472,0.47660527,0.31268707,36.00,40.78,5644.5,3974.6
8.2236,58322.0,2059280.0,1.11129749,1.05943477,0.05186289,0.00834042,1.58548975,0.41804379,0.43138990,37.07,40.78,7092.1,4024.7
7.9774,52767.0,2112047.0,1.08746135,1.03536510,0.05209627,0.00947704,1.55259395,0.38752034,0.57221752,36.51,40.78,6614.5,4064.4
8.5941,49330.0,2161377.0,1.13498676,1.08346236,0.05152444,0.00932376,1.43859673,0.49656934,0.61916161,36.16,40.78,5740.0,4091.7
8.4261,47717.0,2209094.0,1.11411011,1.06257665,0.05153341,0.00677118,1.48415601,0.47598886,0.38958031,36.00,40.78,5663.0,4116.3
8.6012,45529.0,2254623.0,1.10745394,1.05620039,0.05125359,0.00769597,1.42894363,0.45339322,0.43977469,35.71,40.78,5293.3,4121.3
9.0461,63334.0,2317957.0,1.12882102,1.07795584,0.05086517,0.00789419,1.34971130,0.47068208,0.47879159,37.52,40.84,7001.3,4168.1
8.3125,45706.0,2363663.0,1.09744418,1.04619038,0.05125370,0.00776614,1.37806582,0.45677987,0.44452381,35.73,40.84,5498.5,4187.7
8.6537,53412.0,2417075.0,1.11134553,1.06056702,0.05077835,0.00910561,1.30175829,0.40128848,0.61286545,36.51,40.84,6172.2,4217.6
8.6594,45465.0,2462540.0,1.08138669,1.03062308,0.05076360,0.00688795,1.25192368,0.45499465,0.32640678,35.71,40.84,5250.3,4233.0
8.3913,33599.0,2496139.0,1.11744273,1.06695735,0.05048544,0.00818018,1.22556221,0.50032157,0.47606793,34.53,40.84,4004.0,4229.7
8.3715,35537.0,2531676.0,1.09573305,1.04521084,0.05052225,0.01086529,1.15192914,0.47502467,0.33822203,34.72,40.84,4245.0,4229.9
8.3842,53238.0,2584914.0,1.11195838,1.06193638,0.05002206,0.01008561,1.09113979,0.44982401,0.32935223,36.49,40.84,6349.8,4259.1
8.3918,33597.0,2618511.0,1.11972523,1.06954288,0.05018237,0.00937194,1.14343929,0.50032002,0.42062929,34.53,40.84,4003.5,4255.6
8.4172,64337.0,2682848.0,1.10629058,1.05647898,0.04981163,0.00903723,1.11280239,0.43202958,0.51777494,37.62,40.94,7643.5,4301.3
8.4066,33600.0,2716448.0,1.12600470,1.07615185,0.04985286,0.00881175,0.97778720,0.50032234,0.70154846,34.53,40.94,3996.9,4297.2
8.5860,49455.0,2765903.0,1.12065923,1.07106745,0.04959184,0.00779780,1.04406381,0.49865466,0.68994236,36.11,40.94,5759.9,4316.8
8.3974,33598.0,2799501.0,1.10543454,1.05566394,0.04977067,0.00680978,0.91237891,0.50032079,0.53728378,34.53,40.94,4001.0,4312.7
8.5942,49268.0,2848769.0,1.11665297,1.06715620,0.04949677,0.00807655,0.97186375,0.49566287,0.55967027,36.09,40.94,5732.7,4331.2
8.1511,55707.0,2904476.0,1.10158408,1.05217350,0.04941064,0.00794057,1.05106902,0.41300860,0.67607981,36.75,40.94,6834.3,4361.9
8.1616,41513.0,2945989.0,1.08755267,1.03809917,0.04945355,0.00987749,0.89424431,0.44096884,0.39634359,35.31,40.94,5086.4,4370.6
8.3292,45946.0,2991935.0,1.08693469,1.03742874,0.04950606,0.01051689,0.90500492,0.45870242,0.55916053,35.75,40.94,5516.2,4384.6
8.5530,62697.0,3054632.0,1.09964848,1.05065250,0.04899597,0.00764305,0.90266979,0.46196589,0.53256589,37.46,40.94,7330.4,4421.0
8.1423,40421.0,3095053.0,1.09660780,1.04748833,0.04911937,0.00714751,0.86749113,0.44222486,0.52957094,35.20,40.94,4964.3,4427.3
8.3949,33600.0,3128653.0,1.09474301,1.04559231,0.04915069,0.00642649,0.81530380,0.50032234,0.65130776,34.53,40.94,4002.4,4422.2
8.4021,33597.0,3162250.0,1.10661185,1.05765772,0.04895416,0.00926029,0.79504269,0.50032002,0.69284219,34.53,40.94,3998.7,4417.3
8.3935,47254.0,3209504.0,1.10211110,1.05326891,0.04884217,0.00656196,0.76704967,0.47089979,0.62369269,35.89,40.94,5629.9,4431.3
8.3251,59425.0,3268929.0,1.09245360,1.04365492,0.04879870,0.00821876,0.75284398,0.43321198,0.58938015,37.12,40.94,7138.1,4462.0
8.3840,33599.0,3302528.0,1.09453726,1.04567993,0.04885742,0.00609608,0.71284378,0.50032157,0.54704368,34.53,40.94,4007.5,4456.9
8.3281,46446.0,3348974.0,1.08528972,1.03645241,0.04883736,0.00816738,0.71055287,0.46298251,0.60613042,35.81,40.94,5577.0,4469.3
8.1916,38671.0,3387645.0,1.10677862,1.05815136,0.04862729,0.00714494,0.68886817,0.44886962,0.45937252,35.03,40.94,4720.8,4472.0
8.3953,33600.0,3421245.0,1.09835184,1.04975116,0.04860071,0.00773178,0.68792832,0.50032234,0.44903582,34.53,40.94,4002.2,4466.8
8.2026,42847.0,3464092.0,1.09104669,1.04255819,0.04848852,0.00710217,0.69895172,0.44244853,0.39605939,35.44,40.94,5223.6,4474.8
8.5321,48889.0,3512981.0,1.09947252,1.05105102,0.04842150,0.00718026,0.61039793,0.49065548,0.45844463,36.05,40.94,5730.0,4488.5
8.4722,52547.0,3565528.0,1.10789084,1.05957496,0.04831588,0.00948128,0.63340330,0.46342015,0.39782625,36.43,40.94,6202.3,4506.8
8.1711,42473.0,3608001.0,1.07034910,1.02185476,0.04849434,0.00567622,0.58825970,0.44169930,0.42609784,35.41,40.94,5198.0,4513.9
8.2186,43548.0,3651549.0,1.07994306,1.03156841,0.04837463,0.00938347,0.56958055,0.44458020,0.46742761,35.51,40.94,5298.7,4521.8
8.4005,33599.0,3685148.0,1.10788572,1.05949926,0.04838643,0.00742817,0.60940295,0.50032157,0.49675396,34.53,40.94,3999.6,4516.4
8.5186,48544.0,3733692.0,1.09009469,1.04188144,0.04821338,0.00812904,0.54351789,0.48607236,0.39345077,36.02,40.94,5698.6,4528.6
8.3478,46566.0,3780258.0,1.06298876,1.01442349,0.04856532,0.00671514,0.51482701,0.46407518,0.36792141,35.82,40.94,5578.2,4539.1
8.3595,60905.0,3841163.0,1.10858989,1.06036913,0.04822075,0.00815391,0.52524024,0.44141209,0.41126174,37.27,40.94,7285.7,4566.4
8.5780,63579.0,3904742.0,1.11667836,1.06852484,0.04815352,0.00879703,0.50190258,0.47332436,0.40312931,37.55,40.94,7411.9,4595.1
8.4031,33599.0,3938341.0,1.10692859,1.05863094,0.04829770,0.00668191,0.50364560,0.50032157,0.48040026,34.53,40.94,3998.4,4589.2
8.2634,44855.0,3983196.0,1.10387301,1.05578911,0.04808376,0.01028696,0.45493424,0.45092052,0.61427516,35.64,40.94,5428.2,4597.2
8.3860,33603.0,4016799.0,1.06915784,1.02056694,0.04859095,0.00936066,0.50325763,0.50032467,0.59266591,34.53,40.94,4007.0,4591.5
8.4038,33599.0,4050398.0,1.09738445,1.04910564,0.04827875,0.00644012,0.45273733,0.50032157,0.49885279,34.53,40.94,3998.1,4585.9
8.3874,33600.0,4083998.0,1.05454576,1.00584805,0.04869765,0.00625050,0.44029015,0.50032234,0.55697483,34.53,40.94,4006.0,4580.4
8.4001,33598.0,4117596.0,1.10859597,1.06046116,0.04813466,0.01144332,0.43382677,0.50032079,0.71364093,34.53,40.94,3999.7,4575.0
8.1981,57329.0,4174925.0,1.06849980,1.02023315,0.04826666,0.00721788,0.41527122,0.41391921,0.78202778,36.91,40.94,6993.0,4596.8
8.1602,56688.0,4231613.0,1.07720852,1.02912521,0.04808331,0.00639108,0.42499468,0.41019464,0.63034397,36.85,40.94,6946.9,4617.7
8.3904,33600.0,4265213.0,1.11001492,1.06202507,0.04798988,0.00899403,0.44410595,0.50032234,0.65840036,34.53,40.94,4004.6,4612.1
8.3866,33599.0,4298812.0,1.05382299,1.00566947,0.04815360,0.00870319,0.42077368,0.50032157,0.63494837,34.53,40.94,4006.3,4606.6
8.3847,33600.0,4332412.0,1.04824865,1.00015700,0.04809167,0.00739632,0.40109366,0.50032234,0.44934893,34.53,40.94,4007.3,4601.3
8.1545,39591.0,4372003.0,1.06507480,1.01687467,0.04820018,0.00810006,0.56434071,0.44466519,0.46045631,35.12,40.94,4855.1,4603.4
8.2929,45118.0,4417121.0,1.05933917,1.01132488,0.04801431,0.00675014,0.35439342,0.45176876,0.46465915,35.67,40.94,5440.5,4610.7
8.4568,33600.0,4450721.0,1.04116428,0.99277496,0.04838937,0.00912821,0.39006457,0.50032234,0.36504912,34.53,40.94,3973.1,4603.0
8.3645,46650.0,4497371.0,1.06112409,1.01299942,0.04812485,0.00741848,0.41319895,0.46561974,0.40919194,35.83,40.94,5577.1,4611.3
8.1696,40337.0,4537708.0,1.06824303,1.02016163,0.04808141,0.00712930,0.38212991,0.44241348,0.34104398,35.20,40.94,4937.5,4614.0
8.4889,48294.0,4586002.0,1.05698216,1.00884402,0.04813815,0.00628655,0.33530885,0.48288980,0.34936807,35.99,40.94,5689.1,4623.2
7.9440,51576.0,4637578.0,1.04828131,1.00014436,0.04813691,0.00912427,0.48314771,0.38551170,0.32280713,36.33,40.94,6492.4,4638.0
8.0815,55656.0,4693234.0,1.03293240,0.98487669,0.04805565,0.00714024,0.33680964,0.40270290,0.32884258,36.74,40.94,6886.8,4656.0
8.1704,55182.0,4748416.0,1.08332694,1.03546178,0.04786515,0.00999946,0.36290473,0.41704583,0.33078164,36.69,40.94,6753.9,4672.9
8.3745,47043.0,4795459.0,1.05796087,1.00984228,0.04811854,0.00869760,0.35333771,0.46871305,0.38013250,35.86,40.94,5617.4,4680.6
8.3851,33600.0,4829059.0,1.06395805,1.01568747,0.04827053,0.00713988,0.32316965,0.50032234,0.41104493,34.53,40.94,4007.1,4675.1
9.0862,33598.0,4862657.0,1.05957866,1.01137686,0.04820182,0.00926841,0.33218524,0.50032079,0.48405150,34.53,40.94,3697.7,4666.5
8.4593,47828.0,4910485.0,1.06661522,1.01852047,0.04809479,0.01075381,0.30796045,0.47726825,0.55268770,35.94,40.94,5653.9,4674.5
8.5451,49028.0,4959513.0,1.05315816,1.00514126,0.04801696,0.00697376,0.28482586,0.49256337,0.61083943,36.07,40.94,5737.5,4683.0
8.3965,33600.0,4993113.0,1.02305686,0.97456217,0.04849466,0.01012670,0.34422964,0.50032234,0.52879786,34.53,40.94,4001.6,4677.7
8.4042,33600.0,5026713.0,1.05767310,1.00962591,0.04804713,0.00719652,0.36452121,0.50032234,0.39260742,34.53,40.94,3998.0,4672.3
8.1224,55163.0,5081876.0,1.04789484,0.99987310,0.04802180,0.00897867,0.37597209,0.40627337,0.37140360,36.69,40.94,6791.4,4688.2
8.5919,49508.0,5131384.0,1.09461117,1.04668248,0.04792853,0.00597708,0.45442754,0.49943423,0.43927422,36.12,40.94,5762.2,4696.6
8.1720,39748.0,5171132.0,1.06719124,1.01921356,0.04797785,0.00661272,0.38881773,0.44410518,0.39979941,35.14,40.94,4863.9,4697.9
8.3133,36023.0,5207155.0,1.05542517,1.00719559,0.04822954,0.00731431,0.42259765,0.46977016,0.36156234,34.77,40.94,4333.2,4695.1
8.4438,61768.0,5268923.0,1.05577362,1.00735724,0.04841638,0.00689182,0.38930735,0.45140716,0.32665569,37.36,40.94,7315.2,4714.9
8.4011,33600.0,5302523.0,1.02713227,0.97864139,0.04849098,0.00680552,0.33496150,0.50032234,0.41105330,34.53,40.94,3999.5,4709.5
8.1749,42842.0,5345365.0,1.04414821,0.99593842,0.04820967,0.00709344,0.24913824,0.44243678,0.30987889,35.44,40.94,5240.6,4713.3
8.4057,33600.0,5378965.0,1.03697574,0.98851383,0.04846201,0.00698464,0.31346595,0.50032234,0.39691854,34.53,40.94,3997.3,4708.1
8.4044,33603.0,5412568.0,1.06059945,1.01259470,0.04800477,0.00901826,0.27758926,0.50032467,0.47862393,34.53,40.94,3998.2,4702.9
8.3198,46419.0,5458987.0,1.02601731,0.97801602,0.04800119,0.00793099,0.26565593,0.46273133,0.43372825,35.80,40.94,5579.3,4709.1
8.2862,45486.0,5504473.0,1.03317106,0.98535955,0.04781159,0.00710780,0.28147471,0.45513582,0.50271010,35.71,40.94,5489.4,4714.7
8.5303,49013.0,5553486.0,1.04463780,0.99679327,0.04784453,0.00694335,0.26193392,0.49235690,0.46190843,36.06,40.94,5745.8,4722.1
8.1635,38968.0,5592454.0,1.05237293,1.00451660,0.04785630,0.00935942,0.46786675,0.44734564,0.30916050,35.06,40.94,4773.4,4722.5
8.5808,49266.0,5641720.0,1.05702698,1.00913775,0.04788925,0.00812558,0.24179618,0.49591613,0.38274047,36.09,40.94,5741.4,4729.8
8.4022,33600.0,5675320.0,1.02917016,0.98094368,0.04822644,0.00621094,0.29493105,0.50032234,0.43234897,34.53,40.94,3999.0,4724.7
8.2622,45184.0,5720504.0,1.03693807,0.98900598,0.04793207,0.00646783,0.26627406,0.45304847,0.54994380,35.68,40.94,5468.8,4729.7
8.7148,46112.0,5766616.0,1.05768251,1.00974166,0.04794100,0.00764243,0.26979816,0.46005458,0.48113084,35.77,40.94,5291.2,4733.7
8.3967,33598.0,5800214.0,1.05751848,1.00950825,0.04801009,0.00856722,0.26516145,0.50032079,0.32044625,34.53,40.94,4001.3,4728.7
8.3336,60027.0,5860241.0,1.04280531,0.99494988,0.04785547,0.00825353,0.28104222,0.43484041,0.41141322,37.18,40.94,7203.0,4745.4
8.3888,33600.0,5893841.0,1.01779819,0.96952105,0.04827711,0.00710453,0.26361418,0.50032234,0.35106349,34.53,40.94,4005.3,4740.4
8.4098,33600.0,5927441.0,1.06338155,1.01541233,0.04796923,0.00799802,0.21698987,0.50032234,0.32231462,34.53,40.94,3995.3,4735.4
8.4037,47311.0,5974752.0,1.04507101,0.99703562,0.04803544,0.00585918,0.25595507,0.47151467,0.35473406,35.89,40.94,5629.8,4741.3
8.4963,45015.0,6019767.0,1.04543972,0.99739182,0.04804782,0.00889670,0.24928242,0.45192420,0.32462814,35.66,40.94,5298.2,4745.0
7.9859,52972.0,6072739.0,1.04708135,0.99905401,0.04802736,0.00728423,0.46780977,0.38821745,0.32951069,36.47,40.94,6633.2,4756.8
8.3919,33599.0,6106338.0,1.03002262,0.98183239,0.04819026,0.00636888,0.25967547,0.50032157,0.33984318,34.53,40.94,4003.7,4751.9
8.3699,53721.0,6160059.0,1.05596209,1.00789797,0.04806406,0.00706783,0.30994329,0.44786990,0.36190403,36.54,40.94,6418.3,4762.7
8.3980,33601.0,6193660.0,1.06394088,1.01584244,0.04809846,0.00894014,0.26314294,0.50032312,0.35419005,34.53,40.94,4001.1,4757.7
8.5122,48867.0,6242527.0,1.05249941,1.00440681,0.04809276,0.00925266,0.28667086,0.49035659,0.42896146,36.05,40.94,5740.8,4764.1
8.9771,64422.0,6306949.0,1.03738129,0.98922414,0.04815713,0.00819107,0.30415237,0.48488331,0.48986846,37.63,40.94,7176.3,4780.5
8.3920,33599.0,6340548.0,1.04331338,0.99500763,0.04830562,0.01133705,0.27553731,0.50032157,0.51020151,34.53,40.94,4003.7,4775.6
8.2305,44458.0,6385006.0,1.04931796,1.00144291,0.04787501,0.00905591,0.21697515,0.44804037,0.48368105,35.60,40.94,5401.6,4779.4
8.6118,49393.0,6434399.0,1.05364454,1.00567770,0.04796684,0.00759224,0.23246233,0.49774933,0.34451762,36.10,40.94,5735.5,4785.5
8.3441,52224.0,6486623.0,1.06008184,1.01209927,0.04798255,0.01042135,0.29681450,0.44830424,0.33381477,36.39,40.94,6258.8,4794.6
8.4602,55034.0,6541657.0,1.02363265,0.97568405,0.04794873,0.00842867,0.21654955,0.39590314,0.39390028,36.68,40.94,6505.1,4805.2
8.6455,47482.0,6589139.0,1.04739797,0.99945605,0.04794193,0.00761704,0.21558408,0.47336617,0.34286520,35.91,40.94,5492.1,4809.5
8.3846,33599.0,6622738.0,1.07980311,1.03198004,0.04782309,0.00749924,0.38187456,0.50032157,0.33812580,34.53,40.94,4007.2,4804.7
8.4366,33600.0,6656338.0,1.02342153,0.97521198,0.04820963,0.00632187,0.27581167,0.50032234,0.36958539,34.53,40.94,3982.6,4798.1
8.2646,45187.0,6701525.0,1.03873050,0.99069738,0.04803317,0.00905478,0.24575725,0.45302171,0.36240634,35.68,40.94,5467.6,4802.1
8.6480,64008.0,6765533.0,1.05296159,1.00489032,0.04807138,0.00819379,0.30281821,0.47930709,0.36820662,37.59,40.94,7401.5,4818.1
8.4674,48073.0,6813606.0,1.05933917,1.01133478,0.04800442,0.00605291,0.28267080,0.48017335,0.43183309,35.97,40.94,5677.4,4823.2
8.2887,45703.0,6859309.0,1.02848101,0.98031670,0.04816421,0.00757643,0.22237532,0.45677251,0.42608395,35.73,40.94,5513.9,4827.2
8.6119,49510.0,6908819.0,1.05917203,1.01117039,0.04800167,0.00754701,0.25034070,0.49946377,0.45461291,36.12,40.94,5749.0,4832.7
8.3866,33600.0,6942419.0,1.04542935,0.99738377,0.04804552,0.00813019,0.26227009,0.50032234,0.32195130,34.53,40.94,4006.4,4827.9
8.2132,53272.0,6995691.0,1.04445422,0.99634063,0.04811373,0.00824180,0.43932521,0.41512400,0.30139917,36.50,40.94,6486.1,4837.3
8.2881,36097.0,7031788.0,1.02782369,0.97958195,0.04824165,0.00996681,0.38004264,0.46898669,0.28320158,34.78,40.94,4355.3,4834.6
8.2465,58775.0,7090563.0,1.01843572,0.97019631,0.04823938,0.00847084,0.26339817,0.42124909,0.28579980,37.06,40.94,7127.2,4847.5
7.9177,47287.0,7137850.0,1.06727779,1.01932192,0.04795584,0.00724031,0.48116165,0.38749877,0.29161078,35.89,40.94,5972.4,4853.5
8.5135,48503.0,7186353.0,1.04130089,0.99327266,0.04802833,0.00768564,0.23520313,0.48548511,0.34124687,36.01,40.94,5697.2,4858.4
8.3807,35026.0,7221379.0,1.03342628,0.98527282,0.04815348,0.00788365,0.24739525,0.48103693,0.39868647,34.67,40.94,4179.3,4854.5
8.2187,51034.0,7272413.0,1.04062128,0.99255180,0.04806945,0.00699545,0.32312223,0.42905968,0.41406637,36.27,40.94,6209.5,4862.0
8.3822,33600.0,7306013.0,1.03454709,0.98630762,0.04823948,0.00626179,0.27341229,0.50032234,0.38907367,34.53,40.94,4008.5,4857.2
8.5646,49325.0,7355338.0,1.05588424,1.00786602,0.04801806,0.00895825,0.23715036,0.49656990,0.41196206,36.10,40.94,5759.2,4862.3
8.3993,33599.0,7388937.0,1.05573535,1.00766385,0.04807144,0.00988145,0.23760232,0.50032157,0.41332573,34.53,40.94,4000.2,4857.5
8.1779,42671.0,7431608.0,1.02034652,0.97226298,0.04808347,0.00701900,0.21668893,0.44204190,0.46554679,35.43,40.94,5217.8,4859.4
8.3784,33600.0,7465208.0,1.04270470,0.99464422,0.04806045,0.00928000,0.23118225,0.50032234,0.43298188,34.53,40.94,4010.3,4854.8
8.3660,46859.0,7512067.0,1.04819679,1.00031853,0.04787824,0.00788215,0.23233387,0.46686721,0.39735082,35.85,40.94,5601.1,4858.8
8.2567,45007.0,7557074.0,1.01735258,0.96927369,0.04807878,0.00975786,0.23392382,0.45187315,0.32817504,35.66,40.94,5451.0,4862.0
8.3735,47063.0,7604137.0,1.04128230,0.99323928,0.04804303,0.00751853,0.22833285,0.46894509,0.37062633,35.87,40.94,5620.4,4866.0
8.3869,33600.0,7637737.0,1.03253531,0.98435020,0.04818516,0.00602524,0.23288397,0.50032234,0.32529393,34.53,40.94,4006.2,4861.4
8.3162,46379.0,7684116.0,1.00871134,0.96057034,0.04814097,0.00947769,0.24586557,0.46238011,0.28538668,35.80,40.94,5576.9,4865.2
8.2159,43777.0,7727893.0,1.02776933,0.97964913,0.04812014,0.00771885,0.32985449,0.44544432,0.39778540,35.54,40.94,5328.4,4867.5
8.2339,57628.0,7785521.0,1.02332830,0.97537434,0.04795390,0.00691974,0.23233806,0.42005143,0.44826338,36.94,40.94,6998.9,4878.5
8.3824,33600.0,7819121.0,1.02031648,0.97210187,0.04821467,0.00705661,0.27433795,0.50032234,0.41651040,34.53,40.94,4008.4,4874.0
7.9134,49465.0,7868586.0,1.01084948,0.96272480,0.04812454,0.00576386,0.51390529,0.38260213,0.38448545,36.11,40.94,6250.8,4880.7
8.7602,49564.0,7918150.0,1.04827905,1.00031054,0.04796854,0.00724743,0.29703420,0.50026363,0.37839195,36.12,40.94,5657.8,4884.9
8.5523,49159.0,7967309.0,1.03789461,0.98989230,0.04800228,0.00963995,0.23947881,0.49439576,0.42342216,36.08,40.94,5748.0,4889.4
8.4061,33555.0,8000864.0,1.01836228,0.97020233,0.04816005,0.00716780,0.23220149,0.50028938,0.40529841,34.53,40.94,3991.8,4884.8
