time,text_tokens,total_consumed_tokens,total_loss,reduced_llm_loss,reduced_balancing_loss,loss,maxvio,efficient_attn_ratio,grad_norm,max_memory_GB,reserved_memory_GB,tgs,e2e_tgs
7.7979,49219.0,7230678.0,1.12779927,1.07947242,0.04832697,0.10134328,0.63862181,0.44394472,0.33469599,96.27,114.79,6311.8,5484.7
7.8859,33600.0,7264278.0,1.11587262,1.06735408,0.04851856,0.10543770,0.59059840,0.50032234,0.42441472,96.27,114.79,4260.8,5477.2
8.0358,49325.0,7313603.0,1.10322165,1.05441749,0.04880425,0.12323926,0.61580914,0.49653980,0.30479237,96.27,114.79,6138.2,5481.0
7.8843,33600.0,7347203.0,1.09260094,1.04383183,0.04876912,0.10860860,0.64251351,0.50032234,0.45357242,96.27,114.79,4261.6,5473.6
7.6467,42033.0,7389236.0,1.04730129,0.99841940,0.04888180,0.13441387,0.78187466,0.44115144,0.31870914,96.27,114.79,5496.9,5473.6
7.8915,33603.0,7422839.0,1.27273369,1.22425354,0.04848027,0.18260530,1.20494974,0.50032467,0.40732148,96.27,114.79,4258.1,5466.3
7.8386,46917.0,7469756.0,1.17918062,1.13126075,0.04791984,0.14266589,0.47779816,0.46745592,0.33310652,96.27,114.79,5985.3,5469.1
7.7140,44384.0,7514140.0,1.05212617,1.00368202,0.04844414,0.14060140,0.51880687,0.44827309,0.33000168,96.27,114.79,5753.7,5470.5
7.8550,47087.0,7561227.0,1.12385702,1.07548094,0.04837605,0.15647680,0.45309839,0.46916223,0.36085677,96.27,114.79,5994.5,5473.2
7.8832,33600.0,7594827.0,0.98037291,0.93012863,0.05024424,0.11926004,1.00087547,0.50032234,0.33593643,96.27,114.79,4262.2,5466.2
7.8039,46230.0,7641057.0,1.15048993,1.10215187,0.04833803,0.12635040,0.72283453,0.46106264,0.37116531,96.27,114.79,5923.9,5468.5
7.6752,43256.0,7684313.0,1.13789546,1.08978081,0.04811471,0.17611833,0.62183070,0.44357079,0.32377547,96.27,114.79,5635.8,5469.2
7.6908,56462.0,7740775.0,1.09197211,1.04380047,0.04817161,0.13847217,0.54384160,0.41895604,0.33399540,96.27,114.79,7341.5,5479.2
